name,id,desciption,category,buyprice,sellprice,marketvalue,circulation
Goodie Bag ,588,An exquisite mix of Torn's hidden desires. Ranging from delicious bags of candy to revitalizing cans of energy drinks.,Supply Pack,$0 ,$0 ,"$34,996,324 ","19,325"
Undefined ,589,,Unused,$0 ,$500 ,$0 ,0
Undefined 2 ,590,,Unused,$0 ,$700 ,$0 ,0
Undefined 3 ,591,,Unused,$0 ,$600 ,$0 ,0
Undefined 4 ,592,,Unused,$0 ,$0 ,$0 ,0
Mr Torn Crown '11 ,593,Awarded to Driving [1497275] for winning the Mr Torn City awards 2011!,Collectible,$0 ,$0 ,$0 ,1
Ms Torn Crown '11 ,594,Awarded to Kimmy [995567] for winning the Miss Torn City awards 2011!,Collectible,$0 ,$0 ,$0 ,1
Pile of Vomit ,595,A huge pile of vomit created by all the scared residents of Torn during Halloween.,Other,$0 ,$0 ,"$1,000 ","8,171"
Rusty Dog Tag ,596,A rusty dog tag from a long gone citizen of Torn. Not as good as a normal tag... obviously.,Collectible,$0 ,$0 ,$0 ,"2,229"
Gold Nugget ,597,"A gold nugget, the size of a golf ball.",Collectible,$0 ,$0 ,$0 ,"5,205"
Witch's Hat ,598,A weird looking witch hat found in Halloween Town.,Clothing,$0 ,$75 ,$0 ,"1,393"
Golden Broomstick ,599,A broom used to smuggle gold out of Halloween Town.,Melee,$0 ,$0 ,$0 ,"3,417"
Devil's Pitchfork ,600,A three pronged fork of sorcery.,Melee,$0 ,$0 ,$0 ,"1,541"
Christmas Lights ,601,"Christmas tree lights with red, green and blue sparkling LEDs.",Other,$0 ,$60 ,"$11,918 ","69,921"
Gingerbread Man ,602,"A soft gingerbread cookie, carefully shaped in to a figure.",Other,$0 ,$0 ,$0 ,"22,749"
Golden Wreath ,603,Only a true carnival gamer will walk away with this number one prize.,Other,$0 ,$300 ,"$29,007 ","66,075"
Pair of Ice Skates ,604,Elegantly glide your way over frozen lakes with these professional grade ice skates.,Melee,$0 ,$0 ,$404 ,"76,081"
Diamond Icicle ,605,This sharp diamond encrusted icicle will really touch the heart of your worst enemy.,Melee,$0 ,$0 ,"$250,140 ","20,736"
Santa Boots ,606,A pair of Santa's boots from Christmas Town.,Clothing,$0 ,$80 ,"$945,000 ","20,053"
Santa Gloves ,607,A pair of Santa's gloves from Christmas Town.,Clothing,$0 ,$30 ,"$499,994 ","20,136"
Santa Hat ,608,"Santa's soft warm hat, found in Christmas Town.",Clothing,$0 ,$60 ,"$1,649,994 ","16,610"
Santa Jacket ,609,"Santa's cozy jacket, found in Christmas Town.",Clothing,$0 ,$120 ,"$1,164,999 ","18,570"
Santa Trousers ,610,"Santa's red trousers, found in Christmas Town.",Clothing,$0 ,$70 ,"$999,999 ","21,510"
Snowball ,611,A snowball carefully rounded and crunched up as tight as possible for maximum effect. A sensible owner would keep it in the freezer.,Temporary,$0 ,$0 ,"$14,212 ","1,008,018"
Tavor TAR-21 ,612,"The Tavor TAR-21 is a gas operated, selective fire, magazine fed assault rifle of bullpup configuration.",Primary,"$495,000 ","$350,000 ","$361,759 ","89,643"
Harpoon ,613,Originally used to catch fish and large marine mammals. When fired the spear can penetrate through most armor worn by humans.,Secondary,"$300,000 ","$200,000 ","$199,648 ","46,761"
Diamond Bladed Knife ,614,A saw blade which has diamonds fixed on the blade's base to cut hard or abrasive materials. This weapon is so sharp it will literally cut through anything.,Melee,"$950,000 ","$800,000 ","$912,798 ","189,401"
Naval Cutlass ,615,"The 1860 Naval cutlass has a 27"" sharpened steel blade. It can slice any enemy open like butter!",Melee,"$50,000,000 ","$40,000,000 ",$0 ,"4,430"
Trout ,616,This 22 inch prize trout will make a fantastic feast. Alternatively you could express your disappointment or disgust with someone by bludgeoning them with it.,Temporary,"$10,000 ","$7,500 ","$14,556 ","1,368,106"
Banana Orchid ,617,"The national flower of the Cayman Islands, the Wild Banana Orchid is one of many species on the islands but certainly the most unique and recognizable.",Flower,"$4,000 ","$3,000 ","$8,612 ","4,397,047"
Stingray Plushie ,618,"A cuddly stingray plushie, one of the Cayman Islands' most famous inhabitants.",Plushie,$400 ,$300 ,"$6,076 ","7,209,998"
Steel Drum ,619,55 gallons of musical steel to calypso the night away - musical talent not included!,Other,"$1,500 ","$1,000 ","$3,114 ","256,008"
Nodding Turtle ,620,"Duuuuuude, this tiny nodding turtle will agree with everything you say.",Other,$750 ,$500 ,"$2,922 ","1,947,568"
Snorkel ,621,A pair of reef exploring goggles with snorkel. Make sure you're properly equipped before heading out to the ocean!,Clothing,"$20,000 ","$15,000 ","$14,568 ","183,633"
Flippers ,622,"A pair of diving flippers more than suitable for snorkelling. If you're looking for underwater speed, you've got it!",Clothing,"$10,000 ","$7,500 ","$7,157 ","187,129"
Speedo ,623,"Although not so visually appealing, it's important to be streamlined when snorkelling.",Clothing,"$6,000 ","$4,000 ","$3,833 ","787,598"
Bikini ,624,"The most popular female beachwear around the globe. Perfect for snorkelling, and perhaps in some cases, cross dressing.",Clothing,"$8,000 ","$6,000 ","$5,046 ","1,002,003"
Wetsuit ,625,"For more advanced snorkellers, this suit will provide buoyancy in water and keep the cold out.",Clothing,"$30,000 ","$20,000 ","$19,661 ","157,198"
Diving Gloves ,626,These thick diving gloves will protect your hands from harsh rocks and cold water.,Clothing,"$5,000 ","$3,000 ","$3,005 ","275,564"
Dog Poop ,627,"Fresh dog poop in a paper bag, the apparatus of a traditional practical joke. Place on your victim's doorstep and set the bag alight! Watch them fly out of their home to try to stomp the flames out. Perfect for April Fools' day.",Special,$0 ,$0 ,"$999,606 ","116,725"
Stink Bombs ,628,A pack of disgustingly smelly stink bombs. Break these little glass vials and put them through your victim's letter box to really spoil their day. A great prank for April Fools'.,Special,$0 ,$0 ,"$990,611 ","104,312"
Toilet Paper ,629,This budget toilet roll paper serves little use other than spoiling someone's home and garden. Throw the rolls over your victim's property to give them an unpleasant morning surprise. Perfect for April Fools' day.,Special,$0 ,$0 ,"$1,031,307 ","107,111"
Mr Torn Crown '12 ,630,Awarded to scony [429271] for winning the Mr Torn City awards 2012!,Collectible,$0 ,$0 ,$0 ,1
Ms Torn Crown '12 ,631,Awarded to JoNeSyGaLL [1263544] for winning the Miss Torn City awards 2012!,Collectible,$0 ,$0 ,$0 ,1
Petrified Humerus ,632,The perfect weapon for any enemy you have a bone to pick with.,Melee,$0 ,$0 ,$0 ,"3,560"
Latex Gloves ,633,Protect your iron fists from injuries with a pair of latex gloves.,Enhancer,$0 ,$0 ,"$465,178 ","67,696"
Bag of Bloody Eyeballs ,634,Eye Candy Halloween style. Provides a moderate happiness increase when consumed.,Candy,$0 ,$5 ,"$97,893 ","556,510"
Straitjacket ,635,"If the jacket fits, wear it. It will only restrain your body; your mind is free to go!",Clothing,$0 ,$200 ,$0 ,"3,202"
Cinnamon Decoration ,636,"A home-made Christmas tree decoration, giving off a lovely whiff of cinnamon.",Other,$0 ,$15 ,"$95,000 ","23,214"
Christmas Express ,637,All aboard!,Other,$0 ,$35 ,$0 ,"19,814"
Bottle of Christmas Cocktail ,638,Torn's liquefied way of wishing you a Merry Christmas and a very Happy New Year. Provides a large nerve increase when consumed.,Alcohol,$0 ,$0 ,"$182,994 ","515,952"
Golden Candy Cane ,639,"A solid gold Candy Cane, not suited for consumption.",Other,$0 ,"$35,000 ","$224,000 ","19,817"
Kevlar Gloves ,640,"These gloves can protect you from cuts and extreme temperatures, providing light-weight dexterity and comfort.",Defensive,"$400,000 ","$320,000 ","$320,052 ","117,047"
WWII Helmet ,641,"The Stahlhelm (""steel helmet""), with its distinctive ""coal scuttle"" shape, was an instantly-recognizable military icon and became a common element of military propaganda as well as protecting many skulls from shrapnel.",Defensive,"$89,500 ","$71,000 ","$71,048 ","161,331"
Motorcycle Helmet ,642,"What would be more embarrassing than suffering a crash because you got a bug in your eye? And if you get mugged, the helmet can protect you from blunt instruments and pepper spray.",Defensive,$0 ,$0 ,"$41,666,333 ","21,160"
Construction Helmet ,643,"Protects you from tools and other object dropped by fellow-workers above you, and from muggers trying to crack your skull. Also gives you license to whistle at likely-looking passers-by.",Defensive,"$14,000 ","$11,500 ","$10,307 ","359,095"
Welding Helmet ,644,"Designed to protect your eyes, head, and neck from flash burn while welding, this sturdy helmet can also deflect attacks from blunt instruments and pepper spray.",Defensive,$0 ,$0 ,$0 ,621
Safety Boots ,645,"These steel-toed boots protect your feet from heavy, sharp, or hot objects; provide extra power for your kick; and gain you respect among the street-wise.",Defensive,"$77,000 ","$58,000 ","$56,753 ","330,579"
Hiking Boots ,646,These boots will support you along difficult trails and up rocky scrambles. They also provide moderate protection against both gunfire and blade attacks.,Defensive,"$6,700 ","$4,200 ","$4,164 ","133,835"
Leather Helmet ,647,"This helmet keeps the sun out of your eyes, the dust off your neck, and your brains more or less in place if someone swats you with a baseball bat.",Defensive,"$1,250 ",$900 ,$711 ,"580,231"
Leather Pants ,648,"These pants can deflect some knife thrusts, and reduce injuries from motorcycle accidents or rug burn.",Defensive,"$1,100 ",$850 ,$851 ,"510,368"
Leather Boots ,649,"These boots make a style and a safety statement at the same time, offering both eye appeal and modest protection against attacks.",Defensive,$900 ,$720 ,$611 ,"505,549"
Leather Gloves ,650,"These gloves protect your hands from extremes of heat and cold, and from some weapons; however, it sure is hard to pick up a coin while wearing them!",Defensive,$750 ,$600 ,$382 ,"1,557,696"
Combat Helmet ,651,This helmet cradles the wearer's head and provides protection against both concussion and shrapnel. You can also fill it with water and boil eggs for your supper.,Defensive,"$3,100,000 ","$2,600,000 ","$3,317,379 ","119,728"
Combat Pants ,652,"These pants are camouflaged, so you may have trouble finding them in your closet. However, once on they provide added protection against cuts and abrasions and have many handy pockets.",Defensive,"$2,950,000 ","$2,450,000 ","$3,097,300 ","147,505"
Combat Boots ,653,These boots will keep you well-attached to the surface of the Earth. Their weight is largely made up of protective layers in the sole and uppers to keep your feet safer even when you waltz through a minefield.,Defensive,"$2,400,000 ","$1,920,000 ","$2,621,049 ","131,803"
Combat Gloves ,654,"These reinforced gauntlets keep your hands safe in close-combat situations, although they do make it harder to text on your cell phone.",Defensive,"$2,100,000 ","$1,870,000 ","$2,192,268 ","144,025"
Riot Helmet ,655,"This helmet can protect you against thrown bricks, fire splash from incendiaries, and flowers tossed your way by pacifists.",Defensive,$0 ,$0 ,"$91,475,250 ","4,845"
Riot Body ,656,"Although this armor for your torso will slow down your dance-floor moves, you will thank it when it deflects a knife blade or a platter of shrapnel from an explosion.",Defensive,$0 ,$0 ,"$69,483,333 ","4,512"
Riot Pants ,657,"No matter which side of the riot you're on, you'll have more fun if you don't have to worry about skinned knees or Molotov-cocktail burns.",Defensive,$0 ,$0 ,"$71,166,266 ","4,272"
Riot Boots ,658,"These boots will protect you from puncture wounds, slashes, acid, heat, and the blood of the people you stomp.",Defensive,$0 ,$0 ,"$69,368,750 ","3,992"
